job_id,job_title,skills
687,"Senior MS SQL & Oracle Database Engineer- Riyadh, KSA","['Microsoft SQL Server', 'Oracle Databases', 'Database Clustering', 'Replication', 'Disaster Recovery (DR)', 'SQL Query Performance Tuning', 'On-Premises Clustering', 'Advanced Troubleshooting', 'SQL Query Analysis', 'High Availability', 'Operational Reliability']"
686,Offensive Security Engineer — Penetration Testing & Red Team,"['Penetration Testing', 'Red Teaming', 'Web Penetration Testing', 'Network Penetration Testing', 'Cloud Penetration Testing', 'Vulnerability Assessment', 'Attack Simulation']"
685,Sr. Oracle Developer,"['Oracle Database', 'PL/SQL Programming', 'Database Architecture', 'Performance Tuning', 'Complex Environments', 'Large Datasets']"
684,Backend AI Internee - Lahore,"['Backend', 'API Development', 'AI Integration', 'Data Processing', 'Performance Troubleshooting']"
683,Cybersecurity Content Engineer Trainee,"['Technical Accuracy', 'Cybersecurity Learning Content Development', 'Capture the Flag Challenges Design', 'Hands-On Lab Exercises Creation', 'Video Scripts and Lecture Notes Writing', 'Facilitator Guides and Learner Documentation Production', 'Presentation Decks Preparation', 'Compliance Training Content Creation', 'Content Delivery Validation', 'Documentation Maintenance', 'Version Control Management', 'File Organization', 'Internal Templates and Standards Contribution', 'Peer Review']"
682,Specialist Cybersecurity Compliance,"['Cybersecurity', 'Compliance', 'Evidence Collection', 'Audit Coordination', 'Internal Auditing', 'External Auditing', 'Regulatory Auditing', 'UHY Auditing', 'SOX Auditing']"
681,Php Programmer Intern,"['PHP', 'MySQL', 'Wordpress', 'Elementor', 'JavaScript', 'CSS']"
680,Php Developer Intern,"['PHP', 'Object-Oriented Programming (OOP)', 'HTML', 'CSS', 'JavaScript', 'MySQL', 'PostgreSQL']"
679,Data Analyst Intern (Leading to Full-Time Role),"['Power BI', 'Data Analysis', 'Problem Solving', 'Business Outcomes', 'Data Processing', 'Reporting', 'Analytics', 'Excel', 'SQL']"
678,Data Analyst Intern,"['PHP', 'Python', 'HTML', 'CSS', 'JavaScript', 'web development', 'database management', 'MVC architecture', 'REST APIs']"
677,Internship for php laravel developer,"['PHP', 'Web Development', 'JavaScript', 'CSS', 'HTML', 'MySQL', 'Laravel']"
676,"Software Engineer Intern (PHP, React.js, React Native & Mobile Development)","['PHP', 'Object-Oriented Programming', 'React.js', 'React Native', 'REST APIs', 'Third-Party Services', 'Debugging', 'Testing', 'Optimization', 'Collaboration', 'Code Reviews', 'Modern Software Development Practices']"
675,Software Dev Intern: React/PHP Web Apps (Paid Training),"['JavaScript', 'PHP']"
674,Power BI Business Analyst,"['Power BI', 'Business Intelligence', 'Data Analytics', 'Reporting', 'Interactive Dashboards', 'SQL Queries', 'ETL Processes', 'Data Modeling', 'KPIs', 'Scorecards']"
673,Senior Power BI Visualisation Architect,"['Data Analysis', 'Data Modelling', 'Visual Storytelling', 'Stakeholder Engagement', 'BI Solutions Development', 'Microsoft Power BI']"
672,Senior Power BI,"['Power BI', 'Data Modeling', 'Cloud-Based BI Architecture', 'Microsoft Fabric', 'Azure Data Platform', 'Data Engineering', 'Scalable Analytics Solutions', 'Strategic Decision-Making']"
671,Senior Power BI Visualization Engineer,"['Data Analysis', 'Modeling', 'Stakeholder Engagement', 'Power BI', 'DAX', 'Performance Optimization', 'Governance', 'Quality Assurance']"
670,Automation Consultant,"['Automation', 'Process Analysis', 'Client Interaction', 'Assessment', 'Improvement Recommendations', 'Implementation Guidance']"
669,"Power BI, Data & AI Automation Engineer","['Power BI', 'Data Analytics', 'Automation', 'SQL', 'AI-Driven Solutions']"
668,Microsoft Power BI,"['Power Apps', 'Power Automate', 'Power Platform', 'Consulting', 'Discovery Meetings', 'Business Requirements', 'Power Platform Capabilities', 'Environment Planning', 'Licensing', 'ALM Setup', 'Power Platform CoE Setup Activities', 'Canvas App', 'Power Portal/Pages', 'Power Automate Cloud Flow']"
667,Internship- WordPress Expert  (100% Remote) | Pakistan,"['WordPress', 'PHP', 'functions.php', 'custom admin tools/plugins', 'theme customization', 'front-end fixes', 'woocommerce store management', 'performance optimization', 'building new WordPress websites', 'ACF', 'advanced custom fields']"
666,"On-Site CMS Developer (WordPress, Webflow, Framer)","['WordPress', 'Webflow', 'Framer']"
665,Microsoft Power BI Developer,"['Power BI', 'Data Visualization', 'Data Modeling', 'Reporting', 'Business Intelligence']"
664,Php Laravel Developer Intern,"['PHP', 'Laravel', 'Object-Oriented Programming (OOP)', 'HTML', 'CSS', 'JavaScript']"
663,Laravel Intern,"['Laravel', 'PHP']"
662,"Software Developer (Intern) – .NET Core, Angular/React –Lahore | Full-Time | Onsite","['.NET Core', 'Angular', 'React', 'jQuery', 'HTML5', 'CSS', 'Bootstrap', 'JavaScript', 'ES6', 'C#', '.NET Core MVC', 'Visual Studio']"
661,PHP/Laravel Intern,"['PHP', 'Laravel', 'MVC Architecture', 'REST APIs', 'MySQL', 'Git', 'HTML', 'CSS', 'JavaScript']"
660,Laravel Internship,"['Laravel', 'Bootstrap', 'Material Design', 'Figma to HTML Conversion', 'Object-Oriented Programming', 'Laravel & MySQL Database', 'Third Party API Integration']"
659,Odoo ERP Intern,"['Python', 'Java', 'C++']"
658,Laravel Intern,"['Laravel', 'PHP', 'Web Development', 'HTML', 'CSS', 'JavaScript']"
657,"Software Engineer Intern (PHP, Laravel, SuiteCRM)","['PHP', 'Laravel', 'Javascript', 'Database', 'HTML', 'CSS', 'Programming', 'Analytical Abilities', 'MVC Architecture', 'Communication Skills']"
656,Intern Dot Net Developer,"['Python', 'C#', 'Visual Basic .NET', '.NET Core', 'MVC', 'Microservices', 'Object-Oriented Programming', 'Design Patterns', '.NET Development Frameworks', 'Front-End Technologies']"
655,Odoo Functional Intern,"['Accounting', 'Odoo', 'Python']"
654,Penetration Tester,"['Python', 'Security Testing', 'Network Security', 'Web Application Security', 'Mobile App Security', 'Manual Testing', 'Automated Testing', 'Attack Techniques', 'Security Best Practices']"
653,Devops Tech Lead,"['Agile Development', 'Cross-Functional Teams', 'Customer Requirements Understanding', 'Project KPI Execution', 'Technology Strategy Definition', 'System Development Life Cycle Methodology', 'Modern Technology Process']"
652,Tech Lead,"['Full-Stack Development', 'AI-Assisted Development', 'System Design', 'Modern AI Tooling', 'Product Judgement']"
651,Senior Software Engineer / Tech Lead,"['Software Architecture & Design', 'Code Quality & Development', 'Testing']"
650,Senior DevOps Engineer - Kubernetes & Data Pipelines,"['Kubernetes', 'Docker', 'CI/CD', 'GitLab CI/CD', 'DevOps', 'Scripting']"
649,Oracle Developer - Financials & Planning,"['Oracle Financials', 'Planning', 'PL/SQL', 'Oracle Forms', 'OAF', 'Workflows', 'Oracle Reports', 'Custom OAF Pages', 'Personalize Standard Oracle Forms', 'Oracle APIs', 'Open Interfaces', 'System Integrations', 'Application Extensions', 'Debugging', 'Performance Tuning', 'Code Reviews', 'Application Change Management', 'Business Requirements', 'Secure Technical Solutions', 'Technical Solutions', 'Problem-Solving Skills', 'Analytical Skills', 'Communication Skills']"
648,Senior AWS & Kubernetes Reliability Engineer (Hybrid),"['Infrastructure', 'Reliability', 'Security', 'Auditability', 'Regulated Enterprises', 'AWS', 'Terraform', 'Kubernetes', 'CI/CD Pipelines']"
647,Vulnerability Assessment & Penetration Testing (VAPT) Engineer,"['OffensiveSecurity', 'TechnicalDocumentation', 'CyberRiskMitigation']"
646,Sr. Oracle Developer,"['Oracle Database', 'PL/SQL Programming', 'Database Architecture', 'Performance Tuning', 'Complex Environments', 'Large Datasets']"
645,Senior DataOps & Kubernetes Reliability Engineer,"['Senior DevOps Engineer', 'Kubernetes Orchestration', 'CI/CD Pipelines', 'Data Workloads', 'Observability', 'IaC Management', 'Incident Response', 'SLA Compliance', 'Docker Builds', 'GitLab CI/CD Adoption']"
644,Sr. Cyber Security Engineer,"['Python', 'Computer Science', 'MIS', 'Information Security']"
643,Account Internee,"['Accounting', 'Oracle', 'Bank Reconciliation']"
642,Data Analyst Intern,"['Excel', 'Power BI', 'SQL', 'Python', 'Data Cleaning', 'Data Analysis', 'Data Presentation', 'Large Datasets', 'Attention to Detail', 'Business Reporting', 'Sales Data', 'CRM/Software']"
641,Data Analyst / Data Scientist (Remote),"['Python', 'Database Skills', 'Data Cleaning', 'Data Analysis', 'Internal Data Sources', 'External Data Sources', 'Automated Tools', 'Program Managers', 'Business Analysts', 'Top Management']"
640,"Data Analyst Intern — Mentored, Paid, Path to Full-Time","['Python', 'Power BI', 'Data Analytics']"
639,Data Analyst Intern (Leading to Full-Time Role),"['Power BI', 'Data Analysis', 'Problem Solving', 'Business Outcomes', 'Data Processing', 'Reporting', 'Analytics', 'Excel', 'SQL']"
638,Cyber Security Intern,"['Cybersecurity', 'Mobile Security', 'Burp Suite', 'OWASP ZAP', 'Kali Linux', 'Analytical Skills', 'Teamwork']"
637,Data Analyst Intern,"['PHP', 'Python', 'HTML', 'CSS', 'JavaScript', 'web development', 'database management', 'MVC architecture', 'REST APIs']"
636,Backend AI Internee - Lahore,"['Backend', 'API Development', 'AI Integration', 'Data Processing', 'Performance Troubleshooting']"
635,Cybersecurity IT Intern,"['Cybersecurity', 'Endpoint Protection', 'Vulnerability Management', 'Identity and Access Management', 'Security Monitoring', 'Compliance', 'Employee Security Awareness']"
634,AI-Powered Social Media & Automation Specialist,"['AI', 'Social Media Management', 'Content Creation', 'Automation', 'Analytics', 'Lead Generation']"
633,Female Full Stack WordPress Developer (2+ Years Experience),"['WordPress', 'Custom WordPress Development', 'Elementor', 'Figma to HTML/CSS', 'PHP', 'MySQL', 'JavaScript', 'HTML', 'CSS', 'SEO Optimization', 'Problem Solving']"
632,QA Automation Engineer - Build Robust Testing for AI & IoT,"['Selenium WebDriver', 'Python', 'Java', 'C#', 'ISTQB']"
631,E-commerce AI Specialist - Shopify & Automation - TJ / 1866900,"['E-commerce', 'AI', 'Shopify', 'Automation']"
630,Cloud Engineer – Windows & Linux Platform Automation,"['Microsoft', 'Linux', 'SaaS', 'Windows', 'Networking', 'Automation', 'Configuration Management', 'SQL Server', 'PostgreSQL', 'MongoDB', 'Elasticsearch', 'Python', 'Terraform', 'PowerShell']"
629,SQA Associate (Automation),"['Analytical Skills', 'Programming Languages', 'Test Automation Frameworks', 'Scripting Languages', 'Communication Skills']"
628,Senior Automation & Manual QA Engineer (Fintech),"['Manual Testing', 'Automation Testing', 'Selenium', 'TestNG', 'Cucumber/BDD', 'Regression Testing', 'Performance Testing', 'UAT Support', 'Collaboration', 'Cross-Functional Teams']"
627,Senior Power BI Visualisation Architect,"['Data Analysis', 'Data Modelling', 'Visual Storytelling', 'Stakeholder Engagement', 'BI Solutions Development', 'Microsoft Power BI']"
626,Internship- WordPress Expert  (100% Remote) | Pakistan,"['WordPress', 'PHP', 'functions.php', 'custom admin tools/plugins', 'theme customization', 'front-end fixes', 'woocommerce store management', 'performance optimization', 'building new WordPress websites', 'ACF', 'advanced custom fields']"
625,WordPress Developer,"['HTML', 'CSS', 'WordPress', 'WordPress Themes', 'SEO', 'Website Performance Optimization', 'Application Development', 'Website Maintenance', 'Branding Guidelines', 'Website Troubleshooting', 'Multisite WordPress']"
624,Python Developer Intern,"['Python', 'Django', 'Flask']"
623,Business Development Intern,"['Python', 'JavaScript', 'XML', 'PostgreSQL', 'Git', 'Odoo']"
622,"Software Developer (Intern) – .NET Core, Angular/React –Lahore | Full-Time | Onsite","['.NET Core', 'Angular', 'React', 'jQuery', 'HTML5', 'CSS', 'Bootstrap', 'JavaScript', 'ES6', 'C#', '.NET Core MVC', 'Visual Studio']"
621,Laravel With React Development Internship ( Upaid ),"['PHP', 'Laravel', 'Website Development Process', 'BSCS', 'Software Engineering']"
620,PHP/Laravel Intern,"['PHP', 'Laravel', 'MVC Architecture', 'REST APIs', 'MySQL', 'Git', 'HTML', 'CSS', 'JavaScript']"
619,Laravel Intern,"['Laravel', 'PHP']"
618,"Software Engineer Intern (PHP, Laravel, SuiteCRM)","['PHP', 'Laravel', 'Javascript', 'Database', 'HTML', 'CSS', 'Programming', 'Analytical Abilities', 'MVC Architecture', 'Communication Skills']"
617,Odoo Functional Intern,"['Accounting', 'Odoo', 'Python']"
616,Odoo ERP Intern,"['Python', 'Java', 'C++']"
613,Senior Java & AWS Tech Lead — Full-Stack,"['Java', 'Spring Boot', 'Micronaut', 'AWS']"
612,"Principal Node Engineer & Tech Lead — Remote, PTO, Health","['Node', 'Javascript', 'Computer Science']"
611,Lead Security Testing and Red Team,"['PenetrationTesting', 'SecurityManagementSystem', 'InformationSecurity', 'NetworkPenetrationTesting', 'ApplicationPenetrationTesting', 'ControlValidation', 'Pentest', 'ThreatHunting']"
610,"Tech Lead, Android Core Product - Lahore, Pakistan","['Android', 'Engineering', 'Frontend', 'Backend', 'AI Research']"
609,Oracle Developer,"['Oracle', 'Forms and Reports 11g', 'PL/SQL', 'Workflow Builder', 'Application Server (WebLogic)', 'Analytical Skills', 'Communication Skills']"
608,Penetration Tester,"['Penetration Tester', 'Ethical Hacker', 'Cybersecurity Professional', 'Security Professional']"
607,Tech Lead,"['ServiceNow', 'ITSM', 'CMDB', 'SAM', 'HAM']"
606,Penetration Tester,"['Penetration Testing', 'Cybersecurity']"
605,"Senior MS SQL & Oracle Database Engineer- Riyadh, KSA","['Microsoft SQL Server', 'Oracle Databases', 'Database Clustering', 'Database Replication', 'Disaster Recovery (DR)', 'SQL Query Performance Tuning']"
604,Penetration Testing Engineer,[]
603,Cyber Security Analyst - L4,"['Security Analyst', 'Cybersecurity']"
602,Specialist Cybersecurity Compliance,"['Python', 'IT General Controls', 'SOX Control Testing', 'Internal Auditing', 'Regulatory Compliance', 'UHY Audit Coordination', 'Control Gap Identification', 'Risk and Control Matrices', 'Audit Documentation', 'GRC Tool Management', 'Report Preparation', 'Cybersecurity Enterprise Risk Reporting', 'Compliance with Regulatory Frameworks']"
601,Hardware Security Intern,"['Python', 'C/C++', 'Verilog/SystemVerilog']"
600,Cyber Security - Business Unit Head,"['Cybersecurity', 'Technical Excellence', 'Commercial Success', 'Strategic Planning', 'Project Management', 'Revenue Growth', 'Client Satisfaction', 'Team Leadership', 'Stakeholder Management']"
599,Internships in CS/IT: Programmer or Graphics Designer,"['Python', 'PHP', 'Corel Draw', 'Adobe Illustrator', 'Adobe InDesign', 'Adobe Photoshop']"
598,Manager Cyber Security,"['Cybersecurity', 'Sales', 'Deal Execution', 'Pipeline Creation', 'Customer Retention']"
597,Accounts Internee,"['Accounts/Finance', 'English Communication', 'Office Software', 'Email']"
596,Digitalization & Cybersecurity Intern,"['Digitalization', 'Cybersecurity', 'Industry 4.0', 'AI', 'Cloud Solutions']"
595,"Data Analyst Intern — Mentored, Paid, Path to Full-Time","['Data Analyst', 'Power BI', 'KPIs', 'Communication Skills']"
594,Cybersecurity Intern for Pre Sales,"['Cybersecurity', 'Offensive & Defensive Security', 'Penetration Testing', 'SOC 2', 'ISO 27001', 'Software Development']"
593,"Director, Cloud Operations (AWS)","['Cloud Operations', 'Infrastructure Management', 'Scalability', 'Reliability', 'Automation', 'Governance']"
592,"On-Site CMS Developer (WordPress, Webflow, Framer)","['WordPress', 'Webflow', 'Framer']"
591,Senior Power BI Visualisation Architect,"['Data Analysis', 'Data Modelling', 'Visual Storytelling', 'Stakeholder Engagement', 'BI Solutions Development', 'Microsoft Power BI']"
590,Power BI Business Analyst,"['Power BI', 'Business Intelligence', 'Data Analytics', 'Reporting', 'Interactive Dashboards', 'SQL Queries', 'ETL Processes', 'Data Modeling', 'KPIs', 'Scorecards']"
589,Automation Consultant,"['Automation', 'Process Analysis', 'Client Interaction', 'Assessment', 'Improvement Recommendations', 'Implementation Guidance']"
588,Senior Power BI Visualization Engineer,"['Data Analysis', 'Modeling', 'Stakeholder Engagement', 'Power BI', 'DAX', 'Performance Optimization', 'Governance', 'Quality Assurance']"
587,"Power BI, Data & AI Automation Engineer","['Power BI', 'Data Analytics', 'Automation', 'SQL', 'AI-Driven Solutions']"
586,Microsoft Power BI,"['Power Apps', 'Power Automate', 'Power Platform', 'Consulting', 'Discovery Meetings', 'Business Requirements', 'Power Platform Capabilities', 'Environment Planning', 'Licensing', 'ALM Setup', 'Power Platform CoE Setup Activities', 'Canvas App', 'Power Portal/Pages', 'Power Automate Cloud Flow']"
585,Internship- WordPress Expert  (100% Remote) | Pakistan,"['WordPress', 'PHP', 'functions.php', 'custom admin tools/plugins', 'theme customization', 'front-end fixes', 'woocommerce store management', 'performance optimization', 'building new WordPress websites', 'ACF', 'advanced custom fields']"
584,Microsoft Power BI Developer,"['Power BI', 'Data Visualization', 'Data Modeling', 'Reporting', 'Business Intelligence']"
583,.NET Core Developer — MVC & Web API (On-site Karachi),"['.NET', 'MVC', 'Web API', 'SQL Server', 'Git']"
582,Junior Laravel & MySQL Developer (Trainee),"['Python', 'PHP', 'Laravel', 'MySQL', 'HTML', 'CSS', 'Bootstrap', 'JavaScript', 'jQuery', 'AJAX', 'RESTful APIs', 'JSON', 'MVC Design Patterns', 'Clean Code', 'Structured Code', 'Documentation', 'Relational Databases', 'Version Control Tools']"
581,Internship For Laravel Developer,"['Laravel', 'MySQL', 'Object-Oriented Programming', 'Bootstrap', 'Material Design', 'Figma', 'HTML Conversion', 'Third Party API Integration']"
580,Senior Full-Stack Engineer: .NET + Vue/React (Global SaaS),"['Full-Stack', 'Frontend', 'Backend', 'Insurance', 'Scalable Software', 'Performance', 'Security', 'Modern Technologies', 'Best Practices', 'International Team', 'Global Reach']"
579,Odoo Technical Developer | Karachi | On-site | PKR Salary,"['Odoo 16/17/18', 'Python', 'Object-Oriented Programming', 'ORM', 'Inheritance', 'Business Logic Layers', 'PostgreSQL', 'XML/QWeb', 'Custom Report Generation', 'UI Views']"
578,SOFTWARE ENGINEER INTERN,"['Laravel', 'TALL stack', 'React', 'PHP', 'HTML', 'CSS', 'JavaScript', 'MVC architecture', 'SQL', 'Database concepts', 'Problem-solving', 'Communication', 'Teamwork']"
577,Finance & Commercials Intern: Odoo 18 & RFQ Experience,"['Finance', 'Commercials', 'Odoo 18 ERP']"
576,VAPT Engineer — Vulnerability Assessment & Penetration Testing,"['PenetrationTesting', 'OffensiveSecurityTooling', 'ActionableRemediationReports', 'VAPTHandsOnDelivery']"
575,Assistant Manager (Oracle Developer)-Nishat-Lahore,"['Python', 'Computer Sciences']"
574,Sr. Apex/Oracle Developer Head Office - Karachi,"[""Bachelor's Degree"", 'Computer Science', 'Information Technology', 'Software Engineering', 'Oracle Certification', 'Oracle APEX', 'Oracle Forms & Reports (10g/11g)', 'PL/SQL', 'Programming Skills', 'Analytical Skills', 'Problem-Solving Skills', 'Communication Skills', 'Project Management', 'Time Management', 'Attention to Detail', 'Independence Under Pressure', 'Leadership', 'Mentoring', 'Team Collaboration', 'Quality Assurance', 'Continuous Learning', 'Process Improvement']"
573,Tech Lead,"['Full-Stack Development', 'AI-Assisted Development', 'System Design', 'Modern AI Tooling', 'Product Judgement']"
572,Database Engineer,"['Database Architecture Design', 'Database Optimization', 'Database Security', 'Data Modeling', 'Performance Tuning', 'Backup and Recovery Management', 'Cloud Integration', 'Business-Critical Application Support']"
571,Sr. Oracle Developer,"['Oracle Database', 'PL/SQL Programming', 'Database Architecture', 'Performance Tuning', 'Complex Environments', 'Large Datasets']"
570,"Senior MS SQL & Oracle Database Engineer- Riyadh, KSA","['Microsoft SQL Server', 'Oracle Databases', 'Database Clustering', 'Database Replication', 'Disaster Recovery (DR)', 'SQL Query Performance Tuning']"
569,Oracle Developer - Financials & Planning,"['Oracle Financials', 'Planning', 'PL/SQL', 'Oracle Forms', 'OAF', 'Workflows', 'Oracle Reports', 'Custom OAF Pages', 'Personalize Standard Oracle Forms', 'Oracle APIs', 'Open Interfaces', 'System Integrations', 'Application Extensions', 'Debugging', 'Performance Tuning', 'Code Reviews', 'Application Change Management', 'Business Requirements', 'Secure Technical Solutions', 'Technical Solutions', 'Problem-Solving Skills', 'Analytical Skills', 'Communication Skills']"
568,"Senior MS SQL & Oracle Database Engineer- Riyadh, KSA","['Microsoft SQL Server', 'Oracle Databases', 'Database Clustering', 'Replication', 'Disaster Recovery (DR)', 'SQL Query Performance Tuning', 'On-Premises Clustering', 'Advanced Troubleshooting', 'SQL Query Analysis', 'High Availability', 'Operational Reliability']"
567,Vulnerability Assessment & Penetration Testing (VAPT) Engineer,"['OffensiveSecurity', 'TechnicalDocumentation', 'CyberRiskMitigation']"
566,Wordpress Internee,"['WordPress', 'PHP']"
565,Ethical Hacking Instructor,"['EthicalHacking', 'CyberSecurity', 'Linux', 'Networking', 'WebSecurity', 'CybersecurityTools', 'CybersecurityMethodologies', 'TechnicalConcepts', 'CommunicationSkills', 'MentorshipSkills']"
564,SEO Internee,"['SEO', 'On-Page SEO', 'Keyword Research', 'Competitor Analysis', 'Off-Page SEO', 'Backlink Building', 'Technical SEO', 'Site Audits', 'Indexing Issues', 'Page Speed Basics', 'Website Performance Monitoring', 'Google Search Console', 'Google Analytics', 'Search Engines', 'Digital Marketing', 'SEO Best Practices', 'Written Communication Skills', 'Verbal Communication Skills']"
563,Data Analyst / Data Scientist (Remote),"['Python', 'Database Skills', 'Data Cleaning', 'Data Analysis', 'Internal Data Sources', 'External Data Sources', 'Automated Tools', 'Program Managers', 'Business Analysts', 'Top Management']"
562,Lead Cyber Security Engineer,"['Python', 'DevSecOps', 'Application Security', 'Penetration Testing', 'Offensive Security', 'Red Teaming', 'Vulnerability Management']"
561,Sr. Cyber Security Engineer,"['Python', 'Computer Science', 'MIS', 'Information Security']"
560,Cyber Security Intern,"['Cybersecurity', 'Mobile Security', 'Burp Suite', 'OWASP ZAP', 'Kali Linux', 'Analytical Skills', 'Teamwork']"
559,Data Analyst Intern,"['Excel', 'Power BI', 'SQL', 'Python', 'Data Cleaning', 'Data Analysis', 'Data Presentation', 'Large Datasets', 'Attention to Detail', 'Business Reporting', 'Sales Data', 'CRM/Software']"
558,Backend AI Internee - Lahore,"['Backend', 'API Development', 'AI Integration', 'Data Processing', 'Performance Troubleshooting']"
557,Cybersecurity IT Intern,"['Cybersecurity', 'Endpoint Protection', 'Vulnerability Management', 'Identity and Access Management', 'Security Monitoring', 'Compliance', 'Employee Security Awareness']"
556,"On-Site CMS Developer (WordPress, Webflow, Framer)","['WordPress', 'Webflow', 'Framer']"
555,"Data Engineer — Lakehouse, PySpark & Power BI","['Data Engineering', 'Microsoft Fabric Lakehouse', 'PySpark', 'Power BI']"
554,Senior Power BI,"['Power BI', 'Data Modeling', 'Cloud-Based BI Architecture', 'Microsoft Fabric', 'Azure Data Platform', 'Data Engineering', 'Scalable Analytics Solutions', 'Strategic Decision-Making']"
553,Automation Consultant,"['Automation', 'Process Analysis', 'Client Interaction', 'Assessment', 'Improvement Recommendations', 'Implementation Guidance']"
552,Assistant Manager Power BI - ICT,"['Power BI', 'SQL', 'SAP HANA', 'Data Modeling', 'DAX', 'M Query', 'ETL', 'Documentation']"
551,Microsoft Power BI,"['Power Apps', 'Power Automate', 'Power Platform', 'Consulting', 'Discovery Meetings', 'Business Requirements', 'Power Platform Capabilities', 'Environment Planning', 'Licensing', 'ALM Setup', 'Power Platform CoE Setup Activities', 'Canvas App', 'Power Portal/Pages', 'Power Automate Cloud Flow']"
550,"Power BI, Data & AI Automation Engineer","['Power BI', 'Data Analytics', 'Automation', 'SQL', 'AI-Driven Solutions']"
549,Internship- WordPress Expert  (100% Remote) | Pakistan,"['WordPress', 'PHP', 'functions.php', 'custom admin tools/plugins', 'theme customization', 'front-end fixes', 'woocommerce store management', 'performance optimization', 'building new WordPress websites', 'ACF', 'advanced custom fields']"
548,Senior Power BI Visualisation Architect,"['Data Analysis', 'Data Modelling', 'Visual Storytelling', 'Stakeholder Engagement', 'BI Solutions Development', 'Microsoft Power BI']"
547,Senior Power BI Visualization Engineer,"['Data Analysis', 'Modeling', 'Stakeholder Engagement', 'Power BI', 'DAX', 'Performance Optimization', 'Governance', 'Quality Assurance']"
546,Php Laravel Intern,"['PHP', 'Laravel', 'Database Management', 'API Integration', 'Debugging', 'Troubleshooting Web Applications', 'Agile Development Methodologies', 'Coding Standards']"
545,Intern Dot Net Developer,"['Python', 'C#', 'Visual Basic .NET', '.NET Core', 'MVC', 'Microservices', 'Object-Oriented Programming', 'Design Patterns', '.NET Development Frameworks', 'Front-End Technologies']"
544,Senior Full-Stack Engineer: .NET + Vue/React (Global SaaS),"['Full-Stack', 'Frontend', 'Backend', 'Insurance', 'Scalable Software', 'Performance', 'Security', 'Modern Technologies', 'Best Practices', 'International Team', 'Global Reach']"
543,Laravel With React Development Internship ( Upaid ),"['PHP', 'Laravel', 'Website Development Process', 'BSCS', 'Software Engineering']"
542,Odoo ERP Intern,"['Python', 'Java', 'C++']"
541,Laravel Intern,"['Laravel', 'PHP']"
540,"Software Developer (Intern) – .NET Core, Angular/React –Lahore | Full-Time | Onsite","['.NET Core', 'Angular', 'React', 'jQuery', 'HTML5', 'CSS', 'Bootstrap', 'JavaScript', 'ES6', 'C#', '.NET Core MVC', 'Visual Studio']"
539,"Software Engineer Intern (PHP, Laravel, SuiteCRM)","['PHP', 'Laravel', 'Javascript', 'Database', 'HTML', 'CSS', 'Programming', 'Analytical Abilities', 'MVC Architecture', 'Communication Skills']"
538,PHP/Laravel Intern,"['PHP', 'Laravel', 'MVC Architecture', 'REST APIs', 'MySQL', 'Git', 'HTML', 'CSS', 'JavaScript']"
537,Odoo Functional Intern,"['Accounting', 'Odoo', 'Python']"
536,Senior Business Intelligence Oracle Developer,"['Oracle', 'Forms & Reports', 'Database Procedures/Functions/Triggers/Stored Procedures/Packages', 'MS SQL Server', 'System Analysis', 'Database Designing', 'Normalization Concepts', 'Java', '.NET', 'Technical Documentation', 'Business Intelligence Tools/Solutions', 'Data Collection', 'Standardized Reporting']"
535,Sr. Oracle Developer ( APEX),"['Oracle Developer', 'APEX']"
534,Sr Oracle Developer,"['Oracle Developer', 'Sr Developer']"
533,VAPT Engineer — Vulnerability Assessment & Penetration Testing,"['PenetrationTesting', 'OffensiveSecurityTooling', 'ActionableRemediationReports', 'VAPTHandsOnDelivery']"
532,Offensive Security Engineer — Penetration Testing & Red Team,"['Penetration Testing', 'Red Teaming', 'Web Penetration Testing', 'Network Penetration Testing', 'Cloud Penetration Testing', 'Vulnerability Assessment', 'Attack Simulation']"
531,"Senior MS SQL & Oracle Database Engineer- Riyadh, KSA","['Microsoft SQL Server', 'Oracle Databases', 'Database Clustering', 'Database Replication', 'Disaster Recovery (DR)', 'SQL Query Performance Tuning']"
530,"Senior MS SQL & Oracle Database Engineer- Riyadh, KSA","['Microsoft SQL Server', 'Oracle Databases', 'Database Clustering', 'Replication', 'Disaster Recovery (DR)', 'SQL Query Performance Tuning', 'On-Premises Clustering', 'Advanced Troubleshooting', 'SQL Query Analysis', 'High Availability', 'Operational Reliability']"
529,Sr. Apex/Oracle Developer Head Office - Karachi,"[""Bachelor's Degree"", 'Computer Science', 'Information Technology', 'Software Engineering', 'Oracle Certification', 'Oracle APEX', 'Oracle Forms & Reports (10g/11g)', 'PL/SQL', 'Programming Skills', 'Analytical Skills', 'Problem-Solving Skills', 'Communication Skills', 'Project Management', 'Time Management', 'Attention to Detail', 'Independence Under Pressure', 'Leadership', 'Mentoring', 'Team Collaboration', 'Quality Assurance', 'Continuous Learning', 'Process Improvement']"
528,Senior Database Engineer,"['AWS', 'Redshift', 'Oracle PL/SQL', 'PostgreSQL PL/pgSQL']"
527,Database Engineer / DBA (DB Migration),"['database-engineering', 'db-management', 'postgresql', 'mongodb', 'documentdb', 'aws-dms', 'backup-recovery', 'clustering', 'sharding', 'replication', 'cdc-concepts', 'no-sql-databases', 'data-pipelines', 'etl-elt-processes', 'data-engineering-principles']"
